City,Season Start,Season End,Month,Day,Match Number,Team 1,Team 2,Venue,Toss Winner,Toss Decision,Super Over,Winning Team,Won By,Margin,Method,Player of Match,Team 1 Players,Team 2 Players,Umpire 1,Umpire 2
Dubai,2020,2021,September,Wednesday,12,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,field,N,Kolkata Knight Riders,Runs,37.0,NA,Shivam Mavi,"['Shubman Gill', 'SP Narine', 'N Rana', 'AD Russell', 'KD Karthik', 'EJG Morgan', 'PJ Cummins', 'KL Nagarkoti', 'Shivam Mavi', 'Kuldeep Yadav', 'CV Varun']","['JC Buttler', 'SPD Smith', 'SV Samson', 'RV Uthappa', 'R Parag', 'R Tewatia', 'TK Curran', 'S Gopal', 'JC Archer', 'JD Unadkat', 'AS Rajpoot']",KN Ananthapadmanabhan,C Shamshuddin
Abu Dhabi,2020,2021,September,Tuesday,11,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,Delhi Capitals,field,N,Sunrisers Hyderabad,Runs,15.0,NA,Rashid Khan,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'KS Williamson', 'Abdul Samad', 'Abhishek Sharma', 'PK Garg', 'Rashid Khan', 'B Kumar', 'T Natarajan', 'KK Ahmed']","['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'SO Hetmyer', 'MP Stoinis', 'AR Patel', 'K Rabada', 'A Nortje', 'A Mishra', 'I Sharma']",VK Sharma,S Ravi
Dubai,2020,2021,September,Monday,10,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,field,Y,Royal Challengers Bangalore,SuperOver,0.0,NA,AB de Villiers,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'S Dube', 'Gurkeerat Singh', 'Washington Sundar', 'I Udana', 'Navdeep Saini', 'YS Chahal', 'A Zampa']","['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",Nitin Menon,PR Reiffel
Sharjah,2020,2021,September,Sunday,9,Kings XI Punjab,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,4.0,NA,SV Samson,"['KL Rahul', 'MA Agarwal', 'GJ Maxwell', 'N Pooran', 'KK Nair', 'JDS Neesham', 'SN Khan', 'Mohammed Shami', 'SS Cottrell', 'Ravi Bishnoi', 'M Ashwin']","['JC Buttler', 'SPD Smith', 'SV Samson', 'R Tewatia', 'RV Uthappa', 'JC Archer', 'R Parag', 'TK Curran', 'S Gopal', 'AS Rajpoot', 'JD Unadkat']",RK Illingworth,K Srinivasan
Abu Dhabi,2020,2021,September,Saturday,8,Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,Sunrisers Hyderabad,bat,N,Kolkata Knight Riders,Wickets,7.0,NA,Shubman Gill,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'WP Saha', 'Mohammad Nabi', 'Abhishek Sharma', 'PK Garg', 'Rashid Khan', 'B Kumar', 'T Natarajan', 'KK Ahmed']","['Shubman Gill', 'SP Narine', 'N Rana', 'KD Karthik', 'EJG Morgan', 'AD Russell', 'PJ Cummins', 'Shivam Mavi', 'Kuldeep Yadav', 'KL Nagarkoti', 'CV Varun']",CB Gaffaney,VK Sharma
Dubai,2020,2021,September,Friday,7,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,field,N,Delhi Capitals,Runs,44.0,NA,PP Shaw,"['PP Shaw', 'S Dhawan', 'RR Pant', 'SS Iyer', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'A Mishra', 'K Rabada', 'A Nortje', 'Avesh Khan']","['M Vijay', 'SR Watson', 'F du Plessis', 'RD Gaikwad', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'SM Curran', 'PP Chawla', 'DL Chahar', 'JR Hazlewood']",KN Ananthapadmanabhan,RK Illingworth
Dubai,2020,2021,September,Thursday,6,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field,N,Kings XI Punjab,Runs,97.0,NA,KL Rahul,"['KL Rahul', 'MA Agarwal', 'N Pooran', 'GJ Maxwell', 'KK Nair', 'JDS Neesham', 'SN Khan', 'Mohammed Shami', 'SS Cottrell', 'Ravi Bishnoi', 'M Ashwin']","['D Padikkal', 'AJ Finch', 'JR Philippe', 'V Kohli', 'AB de Villiers', 'Washington Sundar', 'S Dube', 'UT Yadav', 'Navdeep Saini', 'DW Steyn', 'YS Chahal']",AK Chaudhary,PR Reiffel
Abu Dhabi,2020,2021,September,Wednesday,5,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,field,N,Mumbai Indians,Runs,49.0,NA,RG Sharma,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'SS Tiwary', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['Shubman Gill', 'SP Narine', 'KD Karthik', 'N Rana', 'EJG Morgan', 'AD Russell', 'NS Naik', 'PJ Cummins', 'Shivam Mavi', 'Kuldeep Yadav', 'S Sandeep Warrier']",CB Gaffaney,S Ravi
Sharjah,2020,2021,September,Tuesday,4,Rajasthan Royals,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,field,N,Rajasthan Royals,Runs,16.0,NA,SV Samson,"['YBK Jaiswal', 'SPD Smith', 'SV Samson', 'DA Miller', 'RV Uthappa', 'R Tewatia', 'R Parag', 'TK Curran', 'JC Archer', 'S Gopal', 'JD Unadkat']","['M Vijay', 'SR Watson', 'F du Plessis', 'SM Curran', 'RD Gaikwad', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'PP Chawla', 'DL Chahar', 'L Ngidi']",C Shamshuddin,VA Kulkarni
Dubai,2020,2021,September,Monday,3,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field,N,Royal Challengers Bangalore,Runs,10.0,NA,YS Chahal,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'S Dube', 'JR Philippe', 'Washington Sundar', 'UT Yadav', 'Navdeep Saini', 'DW Steyn', 'YS Chahal']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'PK Garg', 'V Shankar', 'Abhishek Sharma', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'MR Marsh', 'T Natarajan']",AY Dandekar,Nitin Menon
Dubai,2020,2021,September,Sunday,2,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,field,Y,Delhi Capitals,SuperOver,0.0,NA,MP Stoinis,"['PP Shaw', 'S Dhawan', 'SO Hetmyer', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'AR Patel', 'R Ashwin', 'K Rabada', 'A Nortje', 'MM Sharma']","['KL Rahul', 'MA Agarwal', 'KK Nair', 'N Pooran', 'GJ Maxwell', 'SN Khan', 'K Gowtham', 'CJ Jordan', 'Mohammed Shami', 'SS Cottrell', 'Ravi Bishnoi']",AK Chaudhary,Nitin Menon
Abu Dhabi,2020,2021,September,Saturday,1,Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,5.0,NA,AT Rayudu,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'SS Tiwary', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['M Vijay', 'SR Watson', 'F du Plessis', 'AT Rayudu', 'RA Jadeja', 'SM Curran', 'MS Dhoni', 'KM Jadhav', 'PP Chawla', 'DL Chahar', 'L Ngidi']",CB Gaffaney,VK Sharma
Hyderabad,2019,2019,May,Sunday,Final,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,Mumbai Indians,bat,N,Mumbai Indians,Runs,1.0,NA,JJ Bumrah,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'KA Pollard', 'HH Pandya', 'RD Chahar', 'MJ McClenaghan', 'JJ Bumrah', 'SL Malinga']","['F du Plessis', 'SR Watson', 'SK Raina', 'AT Rayudu', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'SN Thakur', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir']",IJ Gould,Nitin Menon
Visakhapatnam,2019,2019,May,Friday,Qualifier,Delhi Capitals,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,6.0,NA,F du Plessis,"['PP Shaw', 'S Dhawan', 'C Munro', 'SS Iyer', 'RR Pant', 'AR Patel', 'SE Rutherford', 'KMA Paul', 'A Mishra', 'TA Boult', 'I Sharma']","['F du Plessis', 'SR Watson', 'SK Raina', 'AT Rayudu', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir', 'SN Thakur']",BNJ Oxenford,S Ravi
Visakhapatnam,2019,2019,May,Wednesday,Eliminator,Sunrisers Hyderabad,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,field,N,Delhi Capitals,Wickets,2.0,NA,RR Pant,"['WP Saha', 'MJ Guptill', 'MK Pandey', 'KS Williamson', 'V Shankar', 'Mohammad Nabi', 'DJ Hooda', 'Rashid Khan', 'B Kumar', 'Basil Thampi', 'KK Ahmed']","['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'C Munro', 'AR Patel', 'SE Rutherford', 'KMA Paul', 'A Mishra', 'TA Boult', 'I Sharma']",BNJ Oxenford,S Ravi
Chennai,2019,2019,May,Tuesday,Qualifier,Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,Chennai Super Kings,bat,N,Mumbai Indians,Wickets,6.0,NA,SA Yadav,"['F du Plessis', 'SR Watson', 'SK Raina', 'M Vijay', 'AT Rayudu', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir']","['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'J Yadav', 'RD Chahar', 'SL Malinga', 'JJ Bumrah']",NJ Llong,Nitin Menon
Chandigarh,2019,2019,May,Sunday,55,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,N,Kings XI Punjab,Wickets,6.0,NA,KL Rahul,"['F du Plessis', 'SR Watson', 'SK Raina', 'MS Dhoni', 'AT Rayudu', 'KM Jadhav', 'DJ Bravo', 'RA Jadeja', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir']","['KL Rahul', 'CH Gayle', 'N Pooran', 'MA Agarwal', 'Mandeep Singh', 'SM Curran', 'R Ashwin', 'AJ Tye', 'Mohammed Shami', 'M Ashwin', 'Harpreet Brar']",C Shamshuddin,KN Ananthapadmanabhan
Mumbai,2019,2019,May,Sunday,56,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,9.0,NA,HH Pandya,"['Shubman Gill', 'CA Lynn', 'RV Uthappa', 'KD Karthik', 'AD Russell', 'N Rana', 'RK Singh', 'SP Narine', 'HF Gurney', 'M Prasidh Krishna', 'S Sandeep Warrier']","['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'RD Chahar', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah']",A Nand Kishore,CK Nandan
Bengaluru,2019,2019,May,Saturday,54,Sunrisers Hyderabad,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,4.0,NA,SO Hetmyer,"['WP Saha', 'MJ Guptill', 'MK Pandey', 'KS Williamson', 'V Shankar', 'YK Pathan', 'Mohammad Nabi', 'Rashid Khan', 'B Kumar', 'KK Ahmed', 'Basil Thampi']","['PA Patel', 'V Kohli', 'AB de Villiers', 'SO Hetmyer', 'Gurkeerat Singh', 'C de Grandhomme', 'Washington Sundar', 'UT Yadav', 'K Khejroliya', 'YS Chahal', 'Navdeep Saini']",AK Chaudhary,NJ Llong
Delhi,2019,2019,May,Saturday,53,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,Rajasthan Royals,bat,N,Delhi Capitals,Wickets,5.0,NA,A Mishra,"['AM Rahane', 'LS Livingstone', 'SV Samson', 'MK Lomror', 'S Gopal', 'R Parag', 'STR Binny', 'K Gowtham', 'IS Sodhi', 'VR Aaron', 'O Thomas']","['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram', 'SE Rutherford', 'AR Patel', 'KMA Paul', 'A Mishra', 'TA Boult', 'I Sharma']",AY Dandekar,IJ Gould
Chandigarh,2019,2019,May,Friday,52,Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,7.0,NA,Shubman Gill,"['CH Gayle', 'KL Rahul', 'MA Agarwal', 'N Pooran', 'Mandeep Singh', 'SM Curran', 'R Ashwin', 'AJ Tye', 'Mohammed Shami', 'M Ashwin', 'Arshdeep Singh']","['Shubman Gill', 'CA Lynn', 'RV Uthappa', 'AD Russell', 'KD Karthik', 'SP Narine', 'N Rana', 'RK Singh', 'PP Chawla', 'HF Gurney', 'S Sandeep Warrier']",BNJ Oxenford,C Shamshuddin
Mumbai,2019,2019,May,Thursday,51,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,bat,Y,Mumbai Indians,SuperOver,0.0,NA,JJ Bumrah,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'E Lewis', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'BB Sran', 'RD Chahar', 'SL Malinga', 'JJ Bumrah']","['WP Saha', 'MJ Guptill', 'MK Pandey', 'KS Williamson', 'V Shankar', 'Abhishek Sharma', 'Mohammad Nabi', 'Rashid Khan', 'B Kumar', 'KK Ahmed', 'Basil Thampi']",CK Nandan,S Ravi
Chennai,2019,2019,May,Wednesday,50,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,Delhi Capitals,field,N,Chennai Super Kings,Runs,80.0,NA,MS Dhoni,"['F du Plessis', 'SR Watson', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'AT Rayudu', 'KM Jadhav', 'DJ Bravo', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir']","['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram', 'AR Patel', 'SE Rutherford', 'CH Morris', 'J Suchith', 'A Mishra', 'TA Boult']",AY Dandekar,Nitin Menon
Hyderabad,2019,2019,April,Monday,48,Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,Kings XI Punjab,field,N,Sunrisers Hyderabad,Runs,45.0,NA,DA Warner,"['DA Warner', 'WP Saha', 'MK Pandey', 'Mohammad Nabi', 'KS Williamson', 'Rashid Khan', 'V Shankar', 'Abhishek Sharma', 'B Kumar', 'KK Ahmed', 'Sandeep Sharma']","['KL Rahul', 'CH Gayle', 'MA Agarwal', 'N Pooran', 'DA Miller', 'R Ashwin', 'P Simran Singh', 'M Ashwin', 'Mujeeb Ur Rahman', 'Mohammed Shami', 'Arshdeep Singh']",CK Nandan,S Ravi
Kolkata,2019,2019,April,Sunday,47,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,field,N,Kolkata Knight Riders,Runs,34.0,NA,AD Russell,"['Shubman Gill', 'CA Lynn', 'AD Russell', 'KD Karthik', 'SP Narine', 'RV Uthappa', 'N Rana', 'RK Singh', 'PP Chawla', 'HF Gurney', 'S Sandeep Warrier']","['Q de Kock', 'RG Sharma', 'E Lewis', 'SA Yadav', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'BB Sran', 'RD Chahar', 'SL Malinga', 'JJ Bumrah']",IJ Gould,Nitin Menon
Delhi,2019,2019,April,Sunday,46,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi Capitals,bat,N,Delhi Capitals,Runs,16.0,NA,S Dhawan,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram', 'SE Rutherford', 'AR Patel', 'S Lamichhane', 'A Mishra', 'K Rabada', 'I Sharma']","['PA Patel', 'V Kohli', 'AB de Villiers', 'S Dube', 'H Klaasen', 'Gurkeerat Singh', 'MP Stoinis', 'Washington Sundar', 'UT Yadav', 'YS Chahal', 'Navdeep Saini']",BNJ Oxenford,KN Ananthapadmanabhan
Jaipur,2019,2019,April,Saturday,45,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,7.0,NA,JD Unadkat,"['DA Warner', 'KS Williamson', 'MK Pandey', 'V Shankar', 'Shakib Al Hasan', 'DJ Hooda', 'WP Saha', 'Rashid Khan', 'B Kumar', 'S Kaul', 'KK Ahmed']","['AM Rahane', 'LS Livingstone', 'SV Samson', 'SPD Smith', 'AJ Turner', 'R Parag', 'STR Binny', 'S Gopal', 'JD Unadkat', 'VR Aaron', 'O Thomas']",A Nand Kishore,YC Barde
Chennai,2019,2019,April,Friday,44,Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,field,N,Mumbai Indians,Runs,46.0,NA,RG Sharma,"['RG Sharma', 'Q de Kock', 'E Lewis', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'SA Yadav', 'AS Roy', 'RD Chahar', 'JJ Bumrah', 'SL Malinga']","['M Vijay', 'SR Watson', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'DR Shorey', 'DJ Bravo', 'MJ Santner', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir']",AK Chaudhary,NJ Llong
Kolkata,2019,2019,April,Thursday,43,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,3.0,NA,VR Aaron,"['CA Lynn', 'Shubman Gill', 'N Rana', 'KD Karthik', 'SP Narine', 'AD Russell', 'CR Brathwaite', 'RK Singh', 'PP Chawla', 'Y Prithvi Raj', 'M Prasidh Krishna']","['AM Rahane', 'SV Samson', 'SPD Smith', 'BA Stokes', 'R Parag', 'STR Binny', 'S Gopal', 'JC Archer', 'JD Unadkat', 'VR Aaron', 'O Thomas']",AY Dandekar,IJ Gould
Bengaluru,2019,2019,April,Wednesday,42,Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,Kings XI Punjab,field,N,Royal Challengers Bangalore,Runs,17.0,NA,AB de Villiers,"['PA Patel', 'V Kohli', 'AB de Villiers', 'MM Ali', 'AD Nath', 'MP Stoinis', 'Washington Sundar', 'UT Yadav', 'TG Southee', 'YS Chahal', 'Navdeep Saini']","['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller', 'N Pooran', 'Mandeep Singh', 'R Ashwin', 'GC Viljoen', 'M Ashwin', 'AS Rajpoot', 'Mohammed Shami']",BNJ Oxenford,C Shamshuddin
Chennai,2019,2019,April,Tuesday,41,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,6.0,NA,SR Watson,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'V Shankar', 'YK Pathan', 'Shakib Al Hasan', 'DJ Hooda', 'Rashid Khan', 'B Kumar', 'KK Ahmed', 'Sandeep Sharma']","['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'DJ Bravo', 'MS Dhoni', 'RA Jadeja', 'Harbhajan Singh', 'DL Chahar', 'Imran Tahir']",AK Chaudhary,NJ Llong
Jaipur,2019,2019,April,Monday,40,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,field,N,Delhi Capitals,Wickets,6.0,NA,RR Pant,"['AM Rahane', 'SV Samson', 'SPD Smith', 'BA Stokes', 'AJ Turner', 'STR Binny', 'R Parag', 'JC Archer', 'S Gopal', 'JD Unadkat', 'DS Kulkarni']","['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'SE Rutherford', 'CA Ingram', 'AR Patel', 'CH Morris', 'A Mishra', 'K Rabada', 'I Sharma']",A Nand Kishore,S Ravi
Hyderabad,2019,2019,April,Sunday,38,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,9.0,NA,KK Ahmed,"['CA Lynn', 'SP Narine', 'Shubman Gill', 'N Rana', 'KD Karthik', 'RK Singh', 'AD Russell', 'PP Chawla', 'Y Prithvi Raj', 'KC Cariappa', 'HF Gurney']","['DA Warner', 'JM Bairstow', 'KS Williamson', 'V Shankar', 'YK Pathan', 'DJ Hooda', 'Rashid Khan', 'B Kumar', 'S Nadeem', 'KK Ahmed', 'Sandeep Sharma']",NJ Llong,Nitin Menon
Bengaluru,2019,2019,April,Sunday,39,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,Chennai Super Kings,field,N,Royal Challengers Bangalore,Runs,1.0,NA,PA Patel,"['PA Patel', 'V Kohli', 'AB de Villiers', 'AD Nath', 'MP Stoinis', 'MM Ali', 'P Negi', 'UT Yadav', 'DW Steyn', 'Navdeep Saini', 'YS Chahal']","['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'SN Thakur', 'DL Chahar', 'Imran Tahir']",RJ Tucker,VA Kulkarni
Delhi,2019,2019,April,Saturday,37,Kings XI Punjab,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,field,N,Delhi Capitals,Wickets,5.0,NA,SS Iyer,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller', 'Mandeep Singh', 'SM Curran', 'R Ashwin', 'Harpreet Brar', 'GC Viljoen', 'M Ashwin', 'Mohammed Shami']","['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram', 'AR Patel', 'SE Rutherford', 'A Mishra', 'K Rabada', 'I Sharma', 'S Lamichhane']",C Shamshuddin,UV Gandhe
Jaipur,2019,2019,April,Saturday,36,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,5.0,NA,SPD Smith,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'HH Pandya', 'KA Pollard', 'BCJ Cutting', 'KH Pandya', 'RD Chahar', 'JJ Bumrah', 'SL Malinga', 'M Markande']","['AM Rahane', 'SV Samson', 'SPD Smith', 'BA Stokes', 'R Parag', 'AJ Turner', 'STR Binny', 'JC Archer', 'S Gopal', 'JD Unadkat', 'DS Kulkarni']",S Ravi,YC Barde
Kolkata,2019,2019,April,Friday,35,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,N,Royal Challengers Bangalore,Runs,10.0,NA,V Kohli,"['PA Patel', 'V Kohli', 'AD Nath', 'MM Ali', 'MP Stoinis', 'H Klaasen', 'P Negi', 'DW Steyn', 'Mohammed Siraj', 'YS Chahal', 'Navdeep Saini']","['CA Lynn', 'SP Narine', 'Shubman Gill', 'RV Uthappa', 'N Rana', 'AD Russell', 'KD Karthik', 'PP Chawla', 'Kuldeep Yadav', 'HF Gurney', 'M Prasidh Krishna']",IJ Gould,Nitin Menon
Delhi,2019,2019,April,Thursday,34,Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,Mumbai Indians,bat,N,Mumbai Indians,Runs,40.0,NA,HH Pandya,"['RG Sharma', 'Q de Kock', 'BCJ Cutting', 'SA Yadav', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'RD Chahar', 'J Yadav', 'JJ Bumrah', 'SL Malinga']","['PP Shaw', 'S Dhawan', 'C Munro', 'SS Iyer', 'RR Pant', 'AR Patel', 'CH Morris', 'KMA Paul', 'K Rabada', 'A Mishra', 'I Sharma']",BNJ Oxenford,NJ Llong
Hyderabad,2019,2019,April,Wednesday,33,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Chennai Super Kings,bat,N,Sunrisers Hyderabad,Wickets,6.0,NA,DA Warner,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'SW Billings', 'RA Jadeja', 'KV Sharma', 'Imran Tahir', 'SN Thakur', 'DL Chahar']","['DA Warner', 'JM Bairstow', 'KS Williamson', 'V Shankar', 'DJ Hooda', 'YK Pathan', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'S Nadeem', 'KK Ahmed']",IJ Gould,UV Gandhe
Chandigarh,2019,2019,April,Tuesday,32,Kings XI Punjab,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,field,N,Kings XI Punjab,Runs,12.0,NA,R Ashwin,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller', 'N Pooran', 'Mandeep Singh', 'R Ashwin', 'Mujeeb Ur Rahman', 'Mohammed Shami', 'M Ashwin', 'Arshdeep Singh']","['RA Tripathi', 'JC Buttler', 'SV Samson', 'AM Rahane', 'AJ Turner', 'JC Archer', 'STR Binny', 'S Gopal', 'JD Unadkat', 'DS Kulkarni', 'IS Sodhi']",AK Chaudhary,VA Kulkarni
Mumbai,2019,2019,April,Monday,31,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,5.0,NA,SL Malinga,"['PA Patel', 'V Kohli', 'AB de Villiers', 'MM Ali', 'MP Stoinis', 'AD Nath', 'P Negi', 'UT Yadav', 'Mohammed Siraj', 'YS Chahal', 'Navdeep Saini']","['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'JP Behrendorff', 'RD Chahar', 'JJ Bumrah', 'SL Malinga']",M Erasmus,Nitin Menon
Kolkata,2019,2019,April,Sunday,29,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,5.0,NA,Imran Tahir,"['CA Lynn', 'SP Narine', 'N Rana', 'RV Uthappa', 'KD Karthik', 'AD Russell', 'Shubman Gill', 'PP Chawla', 'Kuldeep Yadav', 'M Prasidh Krishna', 'HF Gurney']","['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'MJ Santner', 'Imran Tahir', 'SN Thakur', 'DL Chahar']",CK Nandan,RJ Tucker
Hyderabad,2019,2019,April,Sunday,30,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,N,Delhi Capitals,Runs,39.0,NA,KMA Paul,"['PP Shaw', 'S Dhawan', 'C Munro', 'SS Iyer', 'RR Pant', 'CH Morris', 'AR Patel', 'KMA Paul', 'K Rabada', 'A Mishra', 'I Sharma']","['DA Warner', 'JM Bairstow', 'KS Williamson', 'RK Bhui', 'V Shankar', 'DJ Hooda', 'Abhishek Sharma', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'KK Ahmed']",AK Chaudhary,BNJ Oxenford
